Product Title,Product Price,Product Rating,Product Review,Product Feature,Brand,Processor,RAM,OS,Storage,Display,Warranty
ASUS Vivobook 15X (2023) Core i5 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS ...,61990.0,4.2,35 Ratings & 2 Reviews,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i5 Processor,(13th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,94990.0,4.4,20 Ratings & 1 Reviews,AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,ASUS,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
DELL Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 16 2-in-1 2 in 1 Laptop,87490.0,3.6,5 Ratings & 1 Reviews,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Hardware Service,DELL,Intel Core i5 Processor,(12th Gen)8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Touchscreen Display,
ASUS TUF Gaming F15 (2022) Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,90990.0,4.4,199 Ratings & 16 Reviews,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,ASUS,Intel Core i7 Processor,(12th Gen)16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Lenovo Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop,21990.0,3.6,91 Ratings & 5 Reviews,Intel Celeron Dual Core Processor (4th Gen)8 GB DDR4 RAM64 bit DOS Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Years,Lenovo,Intel Celeron Dual Core Processor,(4th Gen)8 GB DDR4 RAM,64 bit DOS Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,117900.0,4.6,"1,184 Ratings & 127 Reviews","Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",APPLE,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,8990.0,4.2,773 Ratings & 207 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,51990.0,4.3,"1,768 Ratings & 177 Reviews",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,ASUS,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty
HP 15s (2023) Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Light ...,49499.0,4.3,26 Ratings & 4 Reviews,AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,HP,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Core i7 13th Gen 13700H - (16 GB/512 GB S...,103890.0,4.3,7 Ratings & 1 Reviews,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i7 Processor,(13th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800N1IN Laptop,37490.0,,,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1-year warranty,Lenovo,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
Infinix X1 Slim Series Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light...,44990.0,4.2,936 Ratings & 129 Reviews,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty,Infinix,Intel Core i5 Processor,(10th Gen)8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
Acer Nitro 5 Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,73990.0,4.5,119 Ratings & 15 Reviews,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, NitroSense1 Year International Travelers Warranty (ITW)",Acer,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty
Lenovo IdeaPad Flex 5 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in 1 L...,56090.0,,,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Lenovo,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...",48990.0,4.5,420 Ratings & 42 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,11990.0,4.2,"2,180 Ratings & 690 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS Vivobook 15 Core i5 12th Gen i5-1240P - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EZ511WS Thin a...,68990.0,3.9,9 Ratings & 1 Reviews,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Touchscreen DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty",ASUS,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year McAfee1 Year Onsite Warranty
HP Omen Intel Core i9 12th Gen 12900HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce...,222590.0,,,Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty,HP,Intel Core i9 Processor,(12th Gen)32 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,94990.0,4.4,20 Ratings & 1 Reviews,AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,ASUS,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
MSI GT77 Titan Core i9 12th Gen Intel® Core™ i9-12900HX-16 Cores - (64 GB/2 TB SSD/Windows 11 Home/16 ...,389990.0,,,Intel Core i9 Processor (12th Gen)64 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 inch) Display2 Year Warranty,MSI,Intel Core i9 Processor,(12th Gen)64 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD,43.94 cm (17.3 inch) Display,2 Year Warranty
Lenovo Legion 7i Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForc...,126590.0,3.8,9 Ratings & 3 Reviews,Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20193 Years Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Lenovo,Intel Core i7 Processor,(10th Gen)16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,20193 Years Warranty
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) S5504VA-MA543WS Laptop,84990.0,,,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Domestic Warranty,ASUS,Intel Core i5 Processor,(13th Gen)16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Domestic Warranty
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ541WS Laptop,52900.0,,,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1-year warranty,ASUS,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo IdeaPad 1 Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Lapt...,26990.0,4.2,593 Ratings & 60 Reviews,AMD Athlon Dual Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,Lenovo,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS Laptop,63180.0,,,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty,ASUS,Intel Core i5 Processor,(13th Gen)16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty
Lenovo IdeaPad Slim 5 WUXGA-OLED Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 14...,87490.0,4.4,23 Ratings & 3 Reviews,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Yr Onsite Warranty + 1 Yr Premium Care,Lenovo,Intel Core i7 Processor,(13th Gen)16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,8990.0,4.2,773 Ratings & 207 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,51990.0,4.3,"1,768 Ratings & 177 Reviews",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,ASUS,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty
Lenovo Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,37515.0,4.2,59 Ratings & 2 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Lenovo,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82X70032IN Laptop,44690.0,,,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,Lenovo,Intel Core i3 Processor,(13th Gen)8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty
HP Envy x360 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0028TU Lapt...,94990.0,5.0,4 Ratings & 0 Reviews,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,HP,Intel Core i5 Processor,(13th Gen)16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,1 Year Onsite Warranty
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,50990.0,4.4,672 Ratings & 77 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Lenovo,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
DELL Alienware Core i7 12th Gen 12700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,237890.0,,,Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Premium Support Plus (Includes ADP),DELL,Intel Core i7 Processor,(12th Gen)32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,37990.0,4.1,7 Ratings & 2 Reviews,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,ZEBRONICS,Intel Core i5 Processor,(12th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,11990.0,4.2,"2,180 Ratings & 690 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,94990.0,4.4,20 Ratings & 1 Reviews,AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,ASUS,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty
DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/...,118990.0,,,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD96.52 cm (38 cm) Display1 Year Onsite Premium Support,DELL,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,96.52 cm (38 cm) Display,
Lenovo Ideapad 720S Core i7 8th Gen 8550U - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Ligh...,79190.0,,,"Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.01 Year Onsite Warranty",Lenovo,Intel Core i7 Processor,(8th Gen)8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,01 Year Onsite Warranty
DELL Vostro Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Lap...,28890.0,4.3,18 Ratings & 3 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite warranty,DELL,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,
Acer Swift Go 14 Intel EVO Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-557P ...,92999.0,,,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty,Acer,Intel Core i5 Processor,(13th Gen)16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo Core i7 8th Gen 8665U - (16 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s Thin and ...,244801.0,,,Intel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display3 Year Onsite Warranty,Lenovo,Intel Core i7 Processor,(8th Gen)16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,3 Year Onsite Warranty
ASUS Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 6GB RTX 4050)...,127990.0,,,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Warranty,ASUS,Intel Core i7 Processor,(13th Gen)16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty
Lenovo IdeaPad 1 Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Lapt...,26990.0,4.2,593 Ratings & 60 Reviews,AMD Athlon Dual Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,Lenovo,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty
ASUS TUF Gaming F15 with 90WHr Battery Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 G...,59990.0,4.5,950 Ratings & 91 Reviews,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i5 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Acer Aspire 7 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,59500.0,4.4,"6,392 Ratings & 758 Reviews","AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayAcer Care Center, Acer Product Registration, Quick Access, Acer Care Center1 Year International Travelers Warranty (ITW)",Acer,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty
